id,CONCAT_buildUpPlayPositioningClass,CONCAT_chanceCreationPositioningClass,CONCAT_defenceDefenderLineClass,DELTA_buildUpPlayPassing,DELTA_buildUpPlaySpeed,DELTA_chanceCreationCrossing,DELTA_chanceCreationPassing,DELTA_chanceCreationShooting,DELTA_defenceAggression,DELTA_defencePressure,DELTA_defenceTeamWidth,Month_match,buildUpPlayPassing_1,buildUpPlaySpeed_1,chanceCreationCrossing_1,chanceCreationPassing_1,chanceCreationShooting_1,defenceAggression_1,defencePressure_1,defenceTeamWidth_1,RESULT
22979,2,2,3,-2,4,-3,-15,40,11,11,1,9,56,53,72,73,39,37,47,53,1
22992,2,2,3,-9,1,-8,0,5,0,-5,-16,9,52,53,59,54,55,49,54,67,1
22990,1,3,3,-4,-13,2,-12,-3,3,-9,0,9,58,68,67,68,71,58,57,68,3
22995,0,3,3,-11,-11,-14,-2,17,0,3,-1,9,52,53,52,55,53,48,47,55,1
22988,2,2,3,-15,-12,-17,-1,4,-20,-3,-1,9,69,70,72,55,57,67,48,55,1
22996,2,2,3,-1,-15,1,-25,3,5,21,14,9,56,68,55,69,58,47,37,54,2
22989,1,0,3,17,-1,12,6,-28,-18,-21,-2,9,39,54,60,67,67,55,68,55,3
22997,1,3,3,6,-2,30,-3,-4,5,-27,-14,9,34,43,25,59,68,43,67,68,3
22994,2,2,3,1,-11,18,-9,14,-3,0,-1,9,53,68,51,67,65,51,58,55,1
22993,2,2,3,10,14,16,34,-3,19,-8,-10,9,45,54,54,38,57,39,59,66,1
22991,2,1,3,11,-6,28,22,30,0,4,0,9,40,43,38,46,42,40,38,53,1
22999,0,1,3,-16,1,4,23,6,3,10,-13,9,55,53,56,44,61,52,58,68,1
23007,0,1,3,-20,-14,-44,1,-11,-5,9,14,9,54,57,69,58,79,48,58,54,1
22998,1,0,3,28,28,34,2,-13,19,-2,1,9,41,42,38,53,70,48,50,54,3
23000,0,3,3,18,27,12,12,7,10,17,14,9,40,41,55,56,64,48,40,54,1
23002,2,0,3,-2,-2,-10,-2,-13,-12,6,-1,9,54,55,69,56,68,61,48,68,3
23006,2,2,3,1,0,-15,-3,4,-11,-14,-2,9,55,68,70,72,54,58,51,56,1
23005,2,1,3,9,-1,1,1,-7,-1,-2,4,9,43,54,51,54,60,49,49,51,1
23004,2,2,3,-3,15,-21,-6,26,14,11,2,9,56,53,72,73,39,37,47,53,3
23001,2,2,3,-14,-15,-17,-8,-19,-7,-7,-1,9,54,58,55,54,61,47,45,54,3
23003,2,0,3,-6,17,-12,-30,-15,-1,17,13,9,51,37,66,68,72,40,42,53,1
23010,2,1,3,-12,-12,-4,2,9,-1,-14,-13,10,52,53,59,54,55,49,54,67,1
23011,2,2,3,9,4,1,16,4,8,-14,-12,10,45,54,54,38,57,39,59,66,1
23009,2,2,3,1,0,16,29,-22,-15,-11,-15,10,55,53,56,44,61,52,58,68,3
23008,0,1,3,1,-1,0,7,28,8,12,1,10,40,43,38,46,42,40,38,53,3
23012,2,3,3,2,2,17,1,15,13,1,13,10,52,53,52,55,53,48,47,55,3
23017,1,0,3,-4,-11,2,-10,8,-10,1,-14,10,58,68,67,68,71,58,57,68,3
23015,2,2,3,-26,-16,-21,-1,3,-18,1,-4,10,69,70,72,55,57,67,48,55,2
23013,2,1,3,-5,-31,11,-1,14,-7,5,-1,10,56,68,55,69,58,47,37,54,2
23016,1,0,3,16,14,10,5,-13,3,-17,1,10,39,54,60,67,67,55,68,55,2
23014,1,0,3,19,25,26,8,-3,8,-9,-13,10,34,43,25,59,68,43,67,68,2
23027,0,3,3,-12,17,-6,-1,-5,15,26,2,10,51,37,66,68,72,40,42,53,1
23022,0,1,3,-22,-10,-47,-14,29,6,20,15,10,56,53,72,73,39,37,47,53,1
23018,2,2,3,-2,-4,-10,-4,-24,1,-4,13,10,54,57,69,58,79,48,58,54,3
23019,1,0,3,4,12,16,-15,-13,-9,9,12,10,41,42,38,53,70,48,50,54,3
23021,2,3,3,12,12,-3,-1,-11,0,7,1,10,40,41,55,56,64,48,40,54,3
23020,2,2,3,0,-15,-14,-28,7,-6,7,12,10,55,68,70,72,54,58,51,56,2
23026,2,2,3,-3,-11,-13,-8,-18,-9,-11,2,10,43,54,51,54,60,49,49,51,1
23024,2,2,3,2,10,0,15,-3,0,-8,0,10,54,58,55,54,61,47,45,54,1
23025,0,1,3,5,0,16,1,6,7,-1,13,10,53,68,51,67,65,51,58,55,1
23023,2,0,3,15,15,3,-1,-11,6,0,-13,10,54,55,69,56,68,61,48,68,1
23037,2,2,3,1,15,-8,13,10,2,4,-12,10,52,53,59,54,55,49,54,67,1
23034,3,3,3,-24,-25,-42,-9,-3,-15,10,0,10,58,68,67,68,71,58,57,68,3
23029,2,2,3,1,-15,2,1,-15,-21,-4,-3,10,55,68,70,72,54,58,51,56,2
23033,1,0,3,15,4,-5,-13,-6,-8,-23,-1,10,39,54,60,67,67,55,68,55,2
23028,2,2,3,-2,0,-3,16,3,10,-10,-15,10,45,54,54,38,57,39,59,66,3
23032,2,1,3,-29,-29,-17,1,7,-19,-8,-1,10,69,70,72,55,57,67,48,55,3
23036,2,1,3,-4,-16,10,24,11,-12,-16,-15,10,55,53,56,44,61,52,58,68,2
23035,2,1,3,14,12,31,10,26,21,10,15,10,40,43,38,46,42,40,38,53,1
23031,0,1,3,-15,-26,-17,-16,12,1,13,0,10,56,68,55,69,58,47,37,54,2
23030,2,0,3,2,4,17,3,26,0,11,-1,10,52,53,52,55,53,48,47,55,3
22677,1,0,3,18,10,34,-5,-13,6,-13,-1,10,34,43,25,59,68,43,67,68,2
22674,0,1,3,2,15,-5,-5,32,21,10,15,10,56,53,72,73,39,37,47,53,3
22668,2,0,3,-9,-1,-15,-18,-11,-22,11,-2,10,54,55,69,56,68,61,48,68,3
22671,2,2,3,13,14,4,15,-2,-2,-12,3,10,43,54,51,54,60,49,49,51,1
22676,2,2,3,1,-5,1,-10,0,5,13,14,10,54,58,55,54,61,47,45,54,1
22670,2,1,3,-1,-15,1,-12,-12,-3,-11,0,10,53,68,51,67,65,51,58,55,2
22673,3,3,3,-2,12,22,14,-3,7,18,1,10,41,42,38,53,70,48,50,54,1
22675,2,0,3,0,2,-17,-10,-22,-8,-2,-1,10,40,41,55,56,64,48,40,54,2
22669,2,0,3,4,31,4,4,-18,18,9,3,10,51,37,66,68,72,40,42,53,1
22672,2,2,3,15,13,3,-3,-22,19,-10,1,10,54,57,69,58,79,48,58,54,1
22685,2,1,3,-5,-13,1,18,7,9,-19,-12,10,45,54,54,38,57,39,59,66,1
22683,0,1,3,-14,-11,-18,9,9,-4,-8,-14,10,55,53,56,44,61,52,58,68,1
22681,1,0,3,4,0,-9,-13,-7,-6,-19,-4,10,39,54,60,67,67,55,68,55,2
22687,0,3,3,-18,-10,-27,4,15,-5,20,13,10,52,53,52,55,53,48,47,55,1
22680,2,2,3,-16,-2,-21,12,8,-16,10,0,10,69,70,72,55,57,67,48,55,3
22682,2,2,3,14,14,31,12,37,8,20,1,10,40,43,38,46,42,40,38,53,1
22686,2,2,3,-1,-10,-15,-18,7,-11,-6,-2,10,55,68,70,72,54,58,51,56,1
22678,2,1,3,-2,-13,14,-13,10,14,11,14,10,56,68,55,69,58,47,37,54,1
22679,2,0,3,5,16,6,5,-33,-3,5,0,10,51,37,66,68,72,40,42,53,1
22684,0,1,3,6,15,8,14,16,9,3,1,10,52,53,59,54,55,49,54,67,2
22692,1,3,3,-6,-15,-15,-13,-18,-10,-10,-13,11,58,68,67,68,71,58,57,68,3
22694,2,1,3,-3,-21,11,14,11,-7,-3,-1,11,54,58,55,54,61,47,45,54,3
22693,2,0,3,16,27,0,13,-6,-1,-3,0,11,40,41,55,56,64,48,40,54,2
22696,0,3,3,-15,-1,-9,11,-1,-6,20,-13,11,54,55,69,56,68,61,48,68,1
22688,2,2,3,12,-1,5,-10,1,3,9,17,11,43,54,51,54,60,49,49,51,1
22695,1,0,3,35,27,47,-4,-11,24,-19,-13,11,34,43,25,59,68,43,67,68,3
22689,2,2,3,-4,0,-13,-19,16,12,7,14,11,56,53,72,73,39,37,47,53,3
22697,2,2,3,-13,-25,-13,-21,-23,-11,-20,-2,11,53,68,51,67,65,51,58,55,3
22690,2,2,3,-9,-3,-15,-20,-22,-9,1,12,11,54,57,69,58,79,48,58,54,1
22691,1,0,3,14,26,32,19,-16,10,1,2,11,41,42,38,53,70,48,50,54,3
22705,0,1,3,-6,0,-13,13,26,3,29,15,11,40,43,38,46,42,40,38,53,1
22701,0,3,3,-10,5,-28,-15,-2,8,8,1,11,51,37,66,68,72,40,42,53,1
22703,1,3,3,1,-13,-5,-11,-3,-7,-28,-1,11,39,54,60,67,67,55,68,55,2
22707,2,2,3,8,14,-3,29,8,12,-1,-11,11,45,54,54,38,57,39,59,66,1
22702,0,1,3,-11,-2,-5,13,14,-9,9,13,11,69,70,72,55,57,67,48,55,2
22706,2,1,3,-1,2,13,12,7,9,-10,0,11,55,53,56,44,61,52,58,68,3
22698,2,2,3,-12,-14,-19,-18,6,-9,-2,-5,11,55,68,70,72,54,58,51,56,3
22700,2,2,3,-2,-11,14,-11,21,1,21,0,11,56,68,55,69,58,47,37,54,1
22704,2,2,3,2,-5,17,19,-22,-10,2,-1,11,54,58,55,54,61,47,45,54,2
22717,1,0,3,11,11,29,-21,-11,-4,-8,-2,11,34,43,25,59,68,43,67,68,1
22713,0,1,3,-15,-3,-9,9,-12,7,10,1,11,54,57,69,58,79,48,58,54,1
22716,2,0,3,15,12,1,-12,-3,4,18,14,11,40,41,55,56,64,48,40,54,2
22712,2,2,3,17,17,13,1,2,18,-6,-12,11,52,53,59,54,55,49,54,67,2
22715,1,0,3,-18,-25,-29,-22,-29,-18,-19,-15,11,58,68,67,68,71,58,57,68,2
22708,2,0,3,1,13,1,16,-14,-3,3,-12,11,54,55,69,56,68,61,48,68,2
22711,2,1,3,8,-17,15,14,12,-9,-7,2,11,43,54,51,54,60,49,49,51,2
22709,2,1,3,-4,0,-20,-18,14,11,0,2,11,56,53,72,73,39,37,47,53,1
22710,2,2,3,3,0,4,2,-7,-4,-21,-1,11,53,68,51,67,65,51,58,55,1
22714,1,0,3,13,16,17,1,-9,-1,-5,0,11,41,42,38,53,70,48,50,54,1
22745,0,1,3,-21,-10,-31,15,7,-9,9,0,11,55,53,56,44,61,52,58,68,1
22721,2,1,3,-15,-27,-15,-16,10,-10,-11,-2,12,55,68,70,72,54,58,51,56,1
22722,0,1,3,-22,-25,-30,-10,10,-4,30,14,12,56,68,55,69,58,47,37,54,1
22725,1,0,3,14,14,-9,0,-2,-4,-10,0,12,39,54,60,67,67,55,68,55,2
22719,1,0,3,15,11,34,20,-31,-11,-3,-1,12,41,42,38,53,70,48,50,54,1
22724,2,1,3,-17,-17,-20,0,-4,-19,-1,0,12,69,70,72,55,57,67,48,55,3
22718,2,2,3,-1,4,13,14,18,-4,0,-14,12,55,53,56,44,61,52,58,68,1
22727,2,2,3,12,10,21,8,13,9,16,14,12,40,43,38,46,42,40,38,53,1
22723,2,3,3,3,18,3,-12,-4,21,6,15,12,51,37,66,68,72,40,42,53,1
22726,2,2,3,-11,-4,-4,0,-1,2,4,-3,12,54,58,55,54,61,47,45,54,1
22720,0,1,3,13,14,13,30,14,19,-2,2,12,45,54,54,38,57,39,59,66,1
22699,2,0,3,0,0,7,-1,2,1,7,12,12,52,53,52,55,53,48,47,55,3
22734,1,0,3,-2,0,-12,1,-13,-11,-20,-14,12,58,68,67,68,71,58,57,68,1
22737,3,3,3,5,11,35,8,-1,12,1,-13,12,34,43,25,59,68,43,67,68,2
22735,2,3,3,11,-4,11,12,8,-8,2,-1,12,40,41,55,56,64,48,40,54,1
22732,2,2,3,-7,1,-5,-16,2,-10,5,-1,12,52,53,59,54,55,49,54,67,1
22728,2,0,3,0,3,-14,-2,-7,-14,-3,-14,12,54,55,69,56,68,61,48,68,3
22731,0,1,3,-2,-12,-13,-1,10,-1,1,3,12,43,54,51,54,60,49,49,51,3
22729,2,0,3,-12,-10,-14,-9,-11,-8,-9,-2,12,52,53,52,55,53,48,47,55,2
22736,2,2,3,13,17,0,-18,18,30,1,2,12,56,53,72,73,39,37,47,53,3
22730,2,2,3,2,-15,5,-23,-4,1,0,13,12,53,68,51,67,65,51,58,55,2
22733,2,2,3,1,11,1,14,-25,10,-7,2,12,54,57,69,58,79,48,58,54,1
22747,2,1,3,7,-1,-2,17,-4,9,-12,-11,12,45,54,54,38,57,39,59,66,2
22744,2,2,3,29,27,34,9,15,27,10,2,12,40,43,38,46,42,40,38,53,1
22738,2,2,3,-2,0,-19,-5,11,-7,7,-1,12,55,68,70,72,54,58,51,56,2
22742,3,3,3,19,14,7,1,4,3,-11,13,12,39,54,60,67,67,55,68,55,2
22739,2,2,3,13,-1,21,19,-21,-12,-2,2,12,43,54,51,54,60,49,49,51,3
22740,2,2,3,-4,-15,4,-15,-3,2,17,13,12,56,68,55,69,58,47,37,54,1
22741,2,0,3,3,20,3,-10,7,8,16,1,12,51,37,66,68,72,40,42,53,2
22743,2,1,3,-14,-17,0,2,3,1,-5,0,12,54,58,55,54,61,47,45,54,1
22746,1,3,3,13,13,31,3,-2,13,-2,14,12,41,42,38,53,70,48,50,54,1
22750,0,1,3,-13,1,1,13,12,6,14,-12,1,52,53,59,54,55,49,54,67,1
22756,2,0,3,-11,-1,-18,-2,-8,-12,1,-17,1,54,55,69,56,68,61,48,68,3
22757,2,2,3,16,10,34,27,-3,-3,9,0,1,40,43,38,46,42,40,38,53,1
22749,2,0,3,4,15,3,14,5,-1,-10,-1,1,52,53,52,55,53,48,47,55,3
22754,2,2,3,0,1,-14,-4,-18,-1,-13,0,1,54,57,69,58,79,48,58,54,3
22751,1,0,3,-3,-15,-11,-24,-10,-6,1,0,1,58,68,67,68,71,58,57,68,1
22748,2,2,3,-24,-16,-18,-17,0,-28,11,11,1,69,70,72,55,57,67,48,55,3
22752,1,0,3,21,25,45,13,-14,15,-16,-12,1,34,43,25,59,68,43,67,68,3
22753,2,1,3,-2,-31,15,1,7,-11,-16,-2,1,53,68,51,67,65,51,58,55,1
22755,0,3,3,1,1,-17,-3,6,0,10,0,1,40,41,55,56,64,48,40,54,3
22764,2,2,3,-5,-11,-16,8,-15,1,-21,-13,1,45,54,54,38,57,39,59,66,3
22762,2,2,3,-3,0,3,10,-6,-3,-4,-1,1,55,53,56,44,61,52,58,68,2
22765,0,1,3,3,0,-3,-4,17,0,6,12,1,55,68,70,72,54,58,51,56,3
22766,2,1,3,-3,-13,4,2,4,-1,-9,3,1,43,54,51,54,60,49,49,51,2
22760,1,3,3,13,-1,-8,-12,-14,-7,-21,0,1,39,54,60,67,67,55,68,55,2
22767,2,2,3,13,2,17,-14,-1,20,11,1,1,56,68,55,69,58,47,37,54,1
22758,0,3,3,-17,6,-41,-9,-4,3,25,15,1,51,37,66,68,72,40,42,53,1
22759,2,1,3,-2,2,-3,-17,29,24,1,15,1,56,53,72,73,39,37,47,53,2
22761,2,2,3,-1,10,-4,13,4,4,13,1,1,54,58,55,54,61,47,45,54,1
22763,1,0,3,13,15,31,5,9,0,8,0,1,41,42,38,53,70,48,50,54,1
22665,2,2,3,3,15,11,18,-1,9,-3,-11,1,52,53,59,54,55,49,54,67,1
22662,1,3,3,-7,-31,-1,0,1,-18,-15,-15,1,58,68,67,68,71,58,57,68,3
22664,2,2,3,11,-1,18,35,-18,-2,-12,-13,1,45,54,54,38,57,39,59,66,2
22658,2,2,3,-11,-3,-18,-4,-19,1,-9,-3,1,54,57,69,58,79,48,58,54,2
22659,0,1,3,-30,-16,-12,12,10,-12,20,0,1,69,70,72,55,57,67,48,55,1
22666,2,2,3,16,25,17,23,16,7,-1,1,1,40,43,38,46,42,40,38,53,3
22660,1,0,3,20,15,30,-5,-7,4,-22,-14,1,34,43,25,59,68,43,67,68,2
22667,2,0,3,3,0,4,-11,8,4,11,13,1,52,53,52,55,53,48,47,55,2
22663,2,3,3,14,14,14,0,4,13,8,14,1,40,41,55,56,64,48,40,54,3
22661,0,1,3,-12,-26,-13,-14,5,-3,-8,-1,1,53,68,51,67,65,51,58,55,1
22788,2,2,3,-14,-17,-16,-11,4,-15,10,13,1,69,70,72,55,57,67,48,55,2
22791,0,1,3,-1,11,22,21,25,15,30,2,1,40,43,38,46,42,40,38,53,1
22797,3,3,3,7,-1,13,-6,2,5,-17,-14,1,34,43,25,59,68,43,67,68,3
22796,2,0,3,3,15,18,17,1,10,4,1,1,52,53,52,55,53,48,47,55,1
22793,2,1,3,-1,-16,7,14,17,-9,-12,-14,1,52,53,59,54,55,49,54,67,2
22790,1,0,3,-4,-10,-12,-14,-10,-11,-12,-14,1,58,68,67,68,71,58,57,68,1
22794,2,2,3,11,14,1,31,1,8,-22,-12,1,45,54,54,38,57,39,59,66,2
22795,2,2,3,-10,-14,0,-13,-5,-2,-9,-4,1,53,68,51,67,65,51,58,55,1
22789,2,0,3,16,12,17,17,-25,-11,7,-1,1,40,41,55,56,64,48,40,54,3
22792,2,1,3,0,-2,0,-2,-11,13,-10,14,1,54,57,69,58,79,48,58,54,2
22806,2,2,3,14,2,2,-17,3,9,-3,-1,2,55,68,70,72,54,58,51,56,3
22805,0,1,3,-9,-11,-26,5,8,-6,18,17,2,43,54,51,54,60,49,49,51,1
22803,2,3,3,1,16,-14,-13,-19,8,5,2,2,51,37,66,68,72,40,42,53,1
22801,1,0,3,6,0,-6,-29,-10,-16,-9,11,2,39,54,60,67,67,55,68,55,2
22804,2,2,3,0,15,-17,-4,19,10,-10,1,2,56,53,72,73,39,37,47,53,3
22798,2,2,3,-15,-10,-18,2,-19,-12,-20,-15,2,55,53,56,44,61,52,58,68,2
22802,2,0,3,-1,13,-18,11,-3,-10,10,-13,2,54,55,69,56,68,61,48,68,3
22807,3,3,3,17,26,29,15,1,10,7,14,2,41,42,38,53,70,48,50,54,2
22799,2,0,3,14,16,14,2,15,0,18,0,2,40,41,55,56,64,48,40,54,3
22800,2,2,3,-2,-5,4,0,-6,2,9,13,2,54,58,55,54,61,47,45,54,1
22811,2,1,3,-18,-33,-6,13,15,-27,-6,-2,2,69,70,72,55,57,67,48,55,1
22810,1,3,3,20,12,44,-3,0,18,-19,0,2,34,43,25,59,68,43,67,68,1
22814,2,2,3,2,-4,3,15,-40,-11,-11,-1,2,54,57,69,58,79,48,58,54,3
22815,0,1,3,-11,-11,-21,-1,15,-1,-4,-13,2,52,53,59,54,55,49,54,67,1
22816,2,2,3,10,-1,2,6,4,13,-1,2,2,45,54,54,38,57,39,59,66,1
22813,2,2,3,15,25,32,26,12,18,13,3,2,40,43,38,46,42,40,38,53,2
22809,0,1,3,-17,-14,5,-2,9,8,31,1,2,56,68,55,69,58,47,37,54,1
22808,2,0,3,2,5,3,-1,8,-1,-2,-1,2,52,53,52,55,53,48,47,55,1
22817,2,1,3,-13,-27,4,-11,-1,-3,-18,-1,2,53,68,51,67,65,51,58,55,1
22812,1,0,3,-15,-14,-16,-14,-11,-9,-8,-17,2,58,68,67,68,71,58,57,68,1
22820,0,3,3,4,13,-2,12,3,-3,9,0,2,54,55,69,56,68,61,48,68,1
22823,2,2,3,-10,-14,-16,-34,3,-19,8,10,2,55,68,70,72,54,58,51,56,3
22819,0,1,3,-17,1,-12,-6,28,18,21,2,2,56,53,72,73,39,37,47,53,1
22826,2,2,3,1,15,-1,25,-3,-5,-21,-14,2,55,53,56,44,61,52,58,68,2
22822,2,2,3,9,-1,8,0,-5,0,5,16,2,43,54,51,54,60,49,49,51,1
22818,2,2,3,15,12,17,1,-4,20,3,1,2,54,58,55,54,61,47,45,54,1
22824,2,2,3,-1,11,-18,9,-14,3,0,1,2,54,57,69,58,79,48,58,54,3
22825,1,3,3,11,11,14,2,-17,0,-3,1,2,41,42,38,53,70,48,50,54,1
22827,0,3,3,-6,2,-30,3,4,-5,27,14,2,40,41,55,56,64,48,40,54,1
22821,2,0,3,-11,6,-28,-22,-30,0,-4,0,2,51,37,66,68,72,40,42,53,2
22828,2,2,3,-3,30,1,1,1,4,9,11,2,40,25,42,58,52,45,49,47,3
22836,2,2,3,13,7,13,19,-7,12,13,-19,2,23,34,56,53,57,46,51,61,1
22831,2,2,3,-19,-7,-1,-3,-12,-12,-10,-11,2,63,53,61,55,52,52,47,56,2
22829,2,2,3,1,-8,10,-7,6,-10,14,29,2,43,51,61,68,44,60,36,39,3
22837,2,2,3,15,-14,-17,-17,2,7,-2,1,2,37,48,76,72,52,45,49,68,1
22835,2,2,3,-30,-41,-1,-15,17,-11,13,4,2,65,61,57,53,38,49,38,55,2
22833,2,2,3,-33,-22,-21,7,-1,-9,14,-12,2,59,42,78,36,59,60,37,68,3
22834,1,0,3,9,-4,-10,-27,-26,-9,14,-9,2,35,45,54,71,73,60,49,68,2
22832,1,0,3,26,23,39,30,0,-26,-14,-11,2,25,24,24,37,54,63,66,66,2
22830,2,2,3,-21,-34,-5,7,6,12,-11,14,2,57,58,57,53,53,41,59,56,1
22842,2,2,3,5,24,-2,-2,-1,-11,12,-13,3,52,34,59,55,54,52,47,69,3
22839,2,2,3,0,-2,-27,-17,-3,1,13,-9,3,44,43,71,61,50,50,50,68,1
22841,2,2,3,4,-16,-27,-14,2,-13,-15,5,3,36,41,69,72,50,58,64,42,2
22844,0,1,3,-18,-27,-37,-31,10,3,30,27,3,43,51,61,68,44,60,36,39,1
22847,2,2,3,14,14,-6,-14,-16,12,-14,0,3,51,47,63,67,54,37,52,55,3
22846,0,1,3,-9,-1,-6,19,33,20,12,23,3,44,46,60,52,40,40,37,45,1
22845,2,2,3,23,18,26,-24,0,7,-11,-2,3,36,24,52,60,59,53,48,70,1
22838,2,2,3,-3,14,-1,10,-1,-5,0,5,3,26,20,57,43,58,51,51,56,1
22840,2,2,3,2,28,20,34,-3,7,-2,9,3,35,20,56,38,55,38,51,59,2
22843,2,2,3,26,-2,18,-4,-1,3,-11,-2,3,37,55,43,59,53,49,58,58,1
22850,2,2,3,-22,-10,4,15,6,11,-2,-16,3,65,61,57,53,38,49,38,55,1
22851,2,2,3,13,-10,-4,7,2,7,-3,9,3,23,34,56,53,57,46,51,61,1
22849,2,2,3,-27,-12,8,17,-2,6,17,-14,3,63,53,61,55,52,52,47,56,1
22852,1,0,3,2,10,-11,-12,-20,-11,9,-10,3,35,45,54,71,73,60,49,68,2
22853,2,2,3,14,-1,-13,-5,2,-8,3,-13,3,37,48,76,72,52,45,49,68,1
22848,2,2,3,-7,-8,-19,19,-5,-8,10,1,3,59,42,78,36,59,60,37,68,1
22855,2,2,3,0,5,16,8,-7,-11,-26,-14,3,44,41,44,44,47,51,63,59,1
22857,1,0,3,19,19,47,24,-4,-13,-16,2,3,25,24,24,37,54,63,66,66,2
22856,2,2,3,-22,-38,-1,-15,2,-3,-8,3,3,57,58,57,53,53,41,59,56,3
22854,2,2,3,-14,-5,15,-15,6,6,2,9,3,40,25,42,58,52,45,49,47,2
22865,2,2,3,-29,0,-3,-2,3,-6,4,-8,3,52,34,59,55,54,52,47,69,3
22858,2,2,3,4,1,-10,-2,-7,-8,1,-23,3,36,24,52,60,59,53,48,70,1
22866,2,2,3,7,-14,1,-15,-6,2,5,1,3,37,55,43,59,53,49,58,58,1
22864,1,0,3,40,37,33,16,-16,-14,-28,-11,3,25,24,24,37,54,63,66,66,2
22867,2,2,3,-6,-3,15,4,8,-15,13,29,3,43,51,61,68,44,60,36,39,1
22863,0,1,3,-1,4,-15,-1,23,2,-15,26,3,36,41,69,72,50,58,64,42,3
22860,2,2,3,6,11,-6,-14,-1,4,7,1,3,51,47,63,67,54,37,52,55,1
22861,2,2,3,37,33,4,12,-6,1,-4,0,3,26,20,57,43,58,51,51,56,1
22862,2,2,3,24,22,22,-2,4,22,-14,9,3,35,20,56,38,55,38,51,59,2
22859,2,2,3,0,3,-11,-9,-10,-10,-13,-23,3,44,43,71,61,50,50,50,68,1
22877,0,1,3,-12,-24,-52,-35,2,18,17,-2,3,37,48,76,72,52,45,49,68,1
22868,2,2,3,12,9,17,-3,2,7,-2,22,3,40,25,42,58,52,45,49,47,3
22872,2,2,3,-8,5,-15,31,-5,-23,15,-13,3,59,42,78,36,59,60,37,68,1
22875,2,2,3,12,-14,0,-15,-2,-8,0,-2,3,23,34,56,53,57,46,51,61,2
22871,2,2,3,-27,-29,-9,5,7,1,1,14,3,63,53,61,55,52,52,47,56,2
22873,1,0,3,-9,-25,3,-28,-15,-9,2,-12,3,35,45,54,71,73,60,49,68,3
22870,2,2,3,-14,-7,4,15,-9,19,-23,-17,3,57,58,57,53,53,41,59,56,2
22874,2,2,3,-21,-18,14,8,12,1,12,13,3,65,61,57,53,38,49,38,55,2
22876,2,2,3,-8,0,25,28,3,7,1,-17,3,44,41,44,44,47,51,63,59,1
22869,2,2,3,-7,9,-17,7,13,9,21,13,3,44,46,60,52,40,40,37,45,3
22891,0,1,3,-1,21,2,11,14,7,1,-2,3,36,24,52,60,59,53,48,70,1
22897,1,0,3,32,34,33,16,-1,-22,-7,-10,3,25,24,24,37,54,63,66,66,2
22895,2,2,3,5,5,-14,20,-3,7,-2,-12,3,35,20,56,38,55,38,51,59,1
22888,2,2,3,11,19,2,0,-2,0,0,-13,3,52,34,59,55,54,52,47,69,2
22889,2,2,3,-7,12,-28,-2,3,-1,8,-10,3,44,43,71,61,50,50,50,68,3
22896,2,2,3,8,5,-9,-20,-10,-18,-27,3,3,36,41,69,72,50,58,64,42,2
22890,2,2,3,16,-9,17,-32,15,0,1,29,3,43,51,61,68,44,60,36,39,3
22892,2,2,3,-28,-13,-7,-14,3,9,-1,6,3,51,47,63,67,54,37,52,55,1
22893,2,2,3,18,21,-13,1,-11,0,12,3,3,26,20,57,43,58,51,51,56,2
22894,2,2,3,-28,-13,19,19,14,-4,11,13,3,65,61,57,53,38,49,38,55,2
22899,2,2,3,7,-5,-5,-11,-2,5,1,0,3,37,48,76,72,52,45,49,68,2
22905,0,1,3,-34,-18,-54,1,-5,3,29,-2,3,59,42,78,36,59,60,37,68,1
22907,2,2,3,20,17,5,15,-13,14,-15,-22,3,23,34,56,53,57,46,51,61,2
22904,2,2,3,-1,-14,26,13,-3,9,6,-16,3,37,55,43,59,53,49,58,58,2
22906,1,0,3,17,-11,5,-16,-19,-8,-2,1,3,35,45,54,71,73,60,49,68,2
22900,2,2,3,11,22,21,9,2,-8,3,8,4,40,25,42,58,52,45,49,47,1
22898,2,2,3,-8,-17,8,16,12,2,-15,11,4,44,41,44,44,47,51,63,59,1
22901,2,2,3,-18,-26,-3,-9,18,11,14,11,4,44,46,60,52,40,40,37,45,3
22903,2,2,3,-28,-33,-5,-17,3,-14,4,3,4,63,53,61,55,52,52,47,56,3
22902,2,2,3,8,3,0,0,-15,8,-21,-1,4,57,58,57,53,53,41,59,56,1
22914,2,2,3,-8,7,-15,-11,-7,-1,16,-10,4,52,34,59,55,54,52,47,69,1
22916,2,2,3,8,22,8,-8,-19,-13,-11,-25,4,36,24,52,60,59,53,48,70,3
22913,1,0,3,-2,10,32,16,3,-17,-15,-5,4,25,24,24,37,54,63,66,66,2
22915,2,2,3,-3,-26,-19,-10,8,-15,13,8,4,43,51,61,68,44,60,36,39,1
22909,2,2,3,11,35,-14,16,-5,-2,7,2,4,26,20,57,43,58,51,51,56,1
22917,2,2,3,20,10,-19,-19,1,-4,10,-12,4,37,48,76,72,52,45,49,68,3
22910,2,2,3,-6,-19,21,-17,21,11,-1,13,4,65,61,57,53,38,49,38,55,1
22908,2,2,3,12,6,-2,-12,-2,15,-5,1,4,51,47,63,67,54,37,52,55,1
22911,0,1,3,0,25,-2,33,18,22,-2,9,4,35,20,56,38,55,38,51,59,3
22912,2,2,3,-8,-2,-2,11,0,8,14,-26,4,44,43,71,61,50,50,50,68,1
